GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021,ADNEM001,ADNEM002,ADNEM003,ADNEM004,ADNEM005,ADNEM006,ADNEM007,ADNEM008
"G06034","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"34",,,,,,,,,,,"Congressional District 34 (114th Congress), California",714351,251756,71779,28671,990,138863,1387,1622,8444,911,7533,462595,204527,2139,4653,1687,79,239199,10311,6224,4087,697700,76453,123364,64333,55254,66991,24726,286579,"Congressional District 34 (114th Congress), California",4679,3063,1884,1374,236,2609,475,385,746,330,657,5005,4384,396,865,384,54,5161,915,622,650,4735,3106,3602,3147,2767,3335,1803,4562
"G06035","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"35",,,,,,,,,,,"Congressional District 35 (114th Congress), California",727007,218058,106549,46160,1608,47331,2146,1390,12874,788,12086,508949,281651,2949,4223,951,113,201260,17802,10853,6949,706641,50613,79837,45817,48644,67365,26418,387947,"Congressional District 35 (114th Congress), California",2854,3643,2685,1886,397,2187,676,465,1063,255,1058,4090,5640,614,884,318,86,5658,1678,1435,882,3673,3086,4223,3486,3154,4176,2455,6817
"G06036","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"36",,,,,,,,,,,"Congressional District 36 (114th Congress), California",733025,378257,305883,29615,4041,23217,1283,973,13245,862,12383,354768,189430,2433,4054,917,110,145272,12552,7063,5489,720407,62875,86919,47366,48782,62863,27754,383848,"Congressional District 36 (114th Congress), California",2900,3174,3054,1919,710,1366,353,338,1187,352,1130,3808,4931,646,675,334,54,5302,1222,910,867,3062,3223,3750,3059,2807,3486,2674,5247
"G06037","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"37",,,,,,,,,,,"Congressional District 37 (114th Congress), California",719856,445940,178996,168211,894,72576,1204,4559,19500,1950,17550,273916,118835,3516,4682,587,126,138038,8132,5299,2833,707017,69882,83040,44969,41035,52713,19675,395703,"Congressional District 37 (114th Congress), California",5342,3935,2878,2894,233,1959,405,758,1470,437,1327,4722,4476,624,1129,187,87,4052,792,557,481,5179,2346,3562,2801,2297,2581,1466,5568
"G06038","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"38",,,,,,,,,,,"Congressional District 38 (114th Congress), California",717038,275202,125493,27288,2393,106583,1726,1938,9781,1297,8484,441836,248218,1949,3376,1383,193,172034,14683,9814,4869,707845,33467,55584,36249,39662,53593,21832,467458,"Congressional District 38 (114th Congress), California",2754,3163,2518,1899,473,2505,504,559,1049,385,916,4258,6360,465,658,341,98,6368,1227,982,620,2808,1941,3131,2530,3066,3468,1666,5532
"G06039","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"39",,,,,,,,,,,"Congressional District 39 (114th Congress), California",722109,479296,231376,15674,1436,211987,1738,1056,16029,855,15174,242813,161087,730,1010,1670,220,65537,12559,6723,5836,715199,33020,41255,24979,28731,38080,14981,534153,"Congressional District 39 (114th Congress), California",2082,3688,3581,1619,308,3095,647,287,1228,325,1193,3613,4120,204,261,337,175,3481,1257,945,896,2052,1956,2470,2123,2404,2595,1538,4942
"G06040","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,"Congressional District 40 (114th Congress), California",709734,89702,34719,33481,559,16433,1259,682,2569,304,2265,620032,363088,2154,2746,459,100,241530,9955,7018,2937,705069,78623,117307,66663,61498,72442,26551,281985,"Congressional District 40 (114th Congress), California",3634,2062,1455,1424,218,1084,617,258,417,169,362,3930,5970,493,701,219,54,5694,837,721,493,3609,3311,3943,2990,3154,3393,2357,4887
"G06041","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"41",,,,,,,,,,,"Congressional District 41 (114th Congress), California",729223,304613,178678,65265,2515,39584,2234,1112,15225,739,14486,424610,237649,2480,4691,1033,221,164713,13823,8859,4964,715154,60910,82300,40999,47307,65193,23805,394640,"Congressional District 41 (114th Congress), California",2229,3531,3086,2295,549,1599,478,566,1471,271,1472,3777,5459,546,927,275,135,5554,1327,997,831,2538,3375,3874,3028,3315,3650,2006,5782
"G06042","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"42",,,,,,,,,,,"Congressional District 42 (114th Congress), California",749374,470833,335188,39096,2725,66816,2070,1135,23803,1504,22299,278541,175066,2165,2269,1189,269,83782,13801,7796,6005,741180,34484,46535,30084,29019,43952,17134,539972,"Congressional District 42 (114th Congress), California",3480,3767,3733,2469,574,2363,492,404,1884,493,1740,4405,4690,547,523,377,138,4208,1705,1284,1113,3465,2394,3364,2414,2376,3366,1735,5650
"G06043","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"43",,,,,,,,,,,"Congressional District 43 (114th Congress), California",718044,381954,104471,162703,813,89035,3007,2157,19768,1045,18723,336090,159262,3016,2185,1799,210,153106,16512,5959,10553,709723,60893,88060,47244,42912,56245,22773,391596,"Congressional District 43 (114th Congress), California",4102,3818,2256,3555,208,2354,967,526,1442,314,1423,4735,4469,650,585,507,124,4587,1587,736,1564,4074,2694,3851,2945,2587,2524,1934,4701
"G06044","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"44",,,,,,,,,,,"Congressional District 44 (114th Congress), California",719482,216686,48497,110672,1233,39863,4260,1397,10764,465,10299,502796,281176,2726,5529,943,408,194188,17826,8346,9480,711760,69480,98509,55878,52785,66720,27882,340506,"Congressional District 44 (114th Congress), California",4520,3139,1730,3140,411,1893,918,347,1245,169,1235,4596,5013,569,897,254,174,5542,1689,1032,1267,4506,2905,4424,3261,2712,3202,2174,6210
"G06045","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"45",,,,,,,,,,,"Congressional District 45 (114th Congress), California",740844,602052,393824,12781,1399,166279,1568,1420,24781,990,23791,138792,80390,831,802,943,156,49249,6421,3686,2735,730999,37006,28076,18568,17921,27943,13023,588462,"Congressional District 45 (114th Congress), California",1900,3097,3833,1768,342,2971,418,376,2056,340,2024,2967,2634,307,277,227,126,3228,759,603,513,2283,2534,2738,1695,1949,2368,1540,5257
"G06046","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"46",,,,,,,,,,,"Congressional District 46 (114th Congress), California",721847,244327,133673,11282,895,88111,1805,836,7725,321,7404,477520,294014,1386,2550,1078,147,168942,9403,4990,4413,704988,52624,86097,53295,48350,64846,26005,373771,"Congressional District 46 (114th Congress), California",2553,3166,2737,1144,293,2439,580,386,898,157,907,4086,4998,389,617,311,112,5075,1158,780,859,2555,2820,4637,3386,3359,3184,1993,4626
"G06047","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"47",,,,,,,,,,,"Congressional District 47 (114th Congress), California",719582,469237,230566,51280,2541,155362,5810,1142,22536,1035,21501,250345,165448,1776,4400,1542,382,62910,13887,5626,8261,711622,52237,73325,37627,37781,49128,20544,440980,"Congressional District 47 (114th Congress), California",3139,3559,3102,2248,569,2878,1213,267,1614,363,1544,3511,3792,481,738,355,211,3002,1232,702,973,3056,3371,2750,3002,2486,2769,1809,5488
"G06048","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"48",,,,,,,,,,,"Congressional District 48 (114th Congress), California",722403,567430,405362,7450,1770,128890,2132,1589,20237,807,19430,154973,82441,474,1088,480,88,61758,8644,4972,3672,718391,32142,44819,24898,26983,35044,13106,541399,"Congressional District 48 (114th Congress), California",2231,3526,3113,877,371,2640,478,477,1256,235,1259,3854,3378,179,393,141,62,3440,966,724,651,2178,2010,2801,2207,2148,2395,1414,3956
"G06049","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"49",,,,,,,,,,,"Congressional District 49 (114th Congress), California",724280,536750,444608,18663,1937,47620,2703,1325,19894,321,19573,187530,122238,1537,1787,1027,113,49519,11309,6909,4400,703483,43750,34898,28209,26151,43756,14796,511923,"Congressional District 49 (114th Congress), California",3796,4757,5022,1658,411,2279,692,590,1464,155,1429,4025,4010,502,602,390,103,3462,1289,1035,744,3253,3051,2405,2480,2826,3944,1822,5984
"G06050","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"50",,,,,,,,,,,"Congressional District 50 (114th Congress), California",730427,509632,420798,16659,5496,38758,2975,1568,23378,690,22688,220795,159320,1993,2313,1123,153,43438,12455,6372,6083,723453,51583,48958,30161,39530,51001,20128,482092,"Congressional District 50 (114th Congress), California",3323,4876,4457,1745,766,1856,693,511,1728,280,1687,3738,4232,524,477,400,92,2415,1388,919,1119,3346,2940,2987,2327,2556,2892,2096,5669
"G06051","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"51",,,,,,,,,,,"Congressional District 51 (114th Congress), California",728256,220184,98005,47033,2994,58945,1689,381,11137,452,10685,508072,368374,3760,2650,1462,191,114031,17604,9969,7635,696031,67269,101148,51363,54456,63662,26982,331151,"Congressional District 51 (114th Congress), California",4707,3581,2057,1926,540,1999,422,147,946,179,941,3970,6056,741,642,322,124,4326,1439,1081,980,4957,3637,4467,3470,3205,3619,2310,5480
"G06052","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"52",,,,,,,,,,,"Congressional District 52 (114th Congress), California",731075,629804,433007,21140,2155,141671,2454,1537,27840,1120,26720,101271,74266,1248,1841,1389,181,14286,8060,2571,5489,709459,39031,29183,20243,19407,28787,12179,560629,"Congressional District 52 (114th Congress), California",4336,4744,4173,1343,516,3343,480,407,1871,317,1855,3182,3153,396,785,381,109,1380,955,498,940,4226,2127,2035,1766,1462,2051,1430,5568
"G06053","2011-2015",,,"California","06",,,,,,,,,,,,,,,,,,,"53",,,,,,,,,,,"Congressional District 53 (114th Congress), California",745567,496579,306114,57690,1682,96332,4701,1581,28479,1002,27477,248988,182066,3076,2573,2346,283,42384,16260,5876,10384,735719,45610,54478,28891,31444,44940,18570,511786,"Congressional District 53 (114th Congress), California",4473,3854,3657,2328,370,2706,778,651,1802,416,1766,4254,4582,596,576,568,123,2803,1527,705,1323,4516,2727,2986,2177,2466,2787,1941,5257
"G08001","2011-2015",,,"Colorado","08",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Colorado",771214,554014,441099,63403,3911,25689,713,1581,17618,612,17006,217200,159148,2453,3689,648,184,41992,9086,4478,4608,758004,54482,67563,38745,33468,46844,18433,498469,"Congressional District 1 (114th Congress), Colorado",1127,1413,1599,1012,418,1000,117,493,1269,258,1250,1190,3035,594,782,261,202,2697,1069,688,781,1183,2806,3255,2579,2612,2712,1831,4204
"G08002","2011-2015",,,"Colorado","08",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Colorado",757740,679801,631201,6173,2134,22558,808,1414,15513,303,15210,77939,55966,504,1239,245,46,14195,5744,2841,2903,738366,46822,41128,23799,23169,35683,14980,552785,"Congressional District 2 (114th Congress), Colorado",1504,1921,2089,650,356,956,241,506,1010,156,1009,1286,1808,188,389,95,39,1222,823,543,563,1762,2048,2446,1700,1754,2521,1432,4541
"G08003","2011-2015",,,"Colorado","08",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Colorado",723937,547052,514574,5935,9219,4858,595,1038,10833,182,10651,176885,123605,1521,5934,417,92,36538,8778,4516,4262,706561,47402,63951,36929,37454,51534,19472,449819,"Congressional District 3 (114th Congress), Colorado",574,827,912,394,419,420,196,339,553,76,543,787,2422,491,936,190,68,2172,958,639,686,1331,2439,2775,1997,2783,2714,1533,5236
"G08004","2011-2015",,,"Colorado","08",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Colorado",751207,588255,546408,9520,3398,13733,564,763,13869,369,13500,162952,122180,727,2631,282,119,29773,7240,4273,2967,731682,36996,44535,29001,29783,41752,18855,530760,"Congressional District 4 (114th Congress), Colorado",1512,1861,2214,662,449,961,173,340,835,157,812,1359,2529,230,574,143,106,2157,918,690,522,1809,2156,2499,2049,2284,2415,1211,4510
"G08005","2011-2015",,,"Colorado","08",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Colorado",751270,637008,542886,40432,3344,18438,2165,1322,28421,566,27855,114262,70741,2195,1913,252,291,29771,9099,4634,4465,721397,38075,47313,29239,32451,47481,18559,508279,"Congressional District 5 (114th Congress), Colorado",522,510,864,1326,465,739,248,462,1647,189,1629,108,2036,556,493,129,235,2135,954,749,714,1462,2301,2967,2160,2235,3064,1458,5108
"G08006","2011-2015",,,"Colorado","08",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Colorado",766265,614606,478830,67385,2319,41317,1415,1983,21357,896,20461,151659,97146,2222,2126,680,14,37958,11513,7649,3864,759325,33055,45710,27691,28006,40105,17089,567669,"Congressional District 6 (114th Congress), Colorado",1658,2241,2174,1210,358,1104,198,559,1196,268,1196,1686,2619,500,612,307,23,2161,1309,1200,587,1773,2479,2563,2209,2196,3009,1829,5029
"G08007","2011-2015",,,"Colorado","08",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), Colorado",757273,545584,491226,10428,4123,23572,626,1253,14356,320,14036,211689,171085,889,4028,778,63,24793,10053,4147,5906,746387,35571,51366,29967,32083,48131,19371,529898,"Congressional District 7 (114th Congress), Colorado",1792,2232,2248,818,591,1056,213,453,982,122,957,1682,2618,256,851,290,55,2096,1244,557,1094,1993,2686,3467,2106,2327,2960,1920,5142
"G09001","2011-2015",,,"Connecticut","09",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Connecticut",716277,603628,451396,101418,979,34250,218,1999,13368,975,12393,112649,58326,6363,1174,358,89,36253,10086,5497,4589,701364,36736,45910,22353,24191,33516,14265,524393,"Congressional District 1 (114th Congress), Connecticut",957,1711,1816,1568,300,1009,57,396,1199,342,1180,1597,2431,818,407,216,63,2010,1275,897,764,1126,2024,2243,1751,2073,1984,1724,3979
"G09002","2011-2015",,,"Connecticut","09",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Connecticut",712023,657170,588087,25759,1318,22440,76,850,18640,755,17885,54853,29626,2583,1059,121,59,15574,5831,1978,3853,671011,26696,30167,19013,21049,29908,13096,531082,"Congressional District 2 (114th Congress), Connecticut",227,998,1400,988,291,814,70,316,971,249,931,1025,1555,531,343,62,86,1433,727,423,614,1250,1851,1869,1340,1346,1832,1135,3853
"G09003","2011-2015",,,"Connecticut","09",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Connecticut",717105,615925,477537,92147,1319,30256,89,1935,12642,1156,11486,101180,57255,4457,435,139,59,34043,4792,3530,1262,691586,38306,43520,21733,23368,35298,14960,514401,"Congressional District 3 (114th Congress), Connecticut",1230,2130,2243,1911,405,1211,56,504,1086,338,1073,2231,2527,984,249,86,75,2183,770,654,316,1581,2473,2977,1632,1825,2120,1594,4285
"G09004","2011-2015",,,"Connecticut","09",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Connecticut",732795,597899,460487,84764,713,37506,176,2679,11574,1534,10040,134896,76645,6304,807,313,0,44415,6412,3670,2742,719513,32135,34504,22258,23805,32741,10942,563128,"Congressional District 4 (114th Congress), Connecticut",369,1861,1995,1466,188,1037,75,610,808,384,829,1763,2580,979,306,170,28,2092,965,662,629,920,2233,2172,1602,2001,2285,1468,3793
"G09005","2011-2015",,,"Connecticut","09",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Connecticut",715022,592092,509612,42118,527,24916,187,3097,11635,648,10987,122930,69391,4588,577,371,28,41036,6939,4388,2551,699829,36741,41636,24111,22184,34304,13286,527567,"Congressional District 5 (114th Congress), Connecticut",1244,2862,3100,1833,217,1351,110,681,870,206,845,2872,3011,864,207,308,33,2314,956,827,566,1510,2099,2477,1794,1805,2273,1405,4383
"G10000","2011-2015",,,"Delaware","10",,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"Congressional District (at Large) (114th Congress), Delaware",926454,845748,591922,195058,2542,33354,146,2177,20549,744,19805,80706,50701,5423,598,289,160,18818,4717,1955,2762,900820,52829,55486,34932,38336,54230,19963,645044,"Congressional District (at Large) (114th Congress), Delaware",0,0,410,1158,308,591,82,564,1364,293,1373,0,1869,875,295,153,127,1719,682,455,564,453,2552,2306,2076,2400,2547,1645,4958
"G11098","2011-2015",,,"District of Columbia","11",,,,,,,,,,,,,,,,,,,"98",,,,,,,,,,,"Delegate District (at Large) (114th Congress), District of Columbia",647484,581681,230489,310678,1265,23494,218,1790,13747,829,12918,65803,29836,5769,889,328,32,25369,3580,1613,1967,613291,59893,50472,23126,23725,24844,12184,419047,"Delegate District (at Large) (114th Congress), District of Columbia",0,0,277,718,157,463,101,301,872,261,819,0,1567,1063,566,163,44,1805,566,356,445,259,2392,2772,2017,1809,2162,1004,3884
"G12001","2011-2015",,,"Florida","12",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Florida",730495,686833,539957,94787,3719,17940,1071,840,28519,525,27994,43662,24530,1473,166,457,60,12642,4334,2367,1967,697150,43213,58475,32265,31839,46617,21008,463733,"Congressional District 1 (114th Congress), Florida",616,594,708,1357,515,657,219,300,1599,247,1599,113,1391,386,108,193,50,1449,665,434,504,1550,2422,3497,2688,2547,3001,1923,5731
"G12002","2011-2015",,,"Florida","12",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Florida",709294,669025,462867,172776,2827,13815,322,1163,15255,477,14778,40269,30058,2119,302,207,11,5234,2338,1209,1129,660539,67304,64381,32599,36376,48207,18063,393609,"Congressional District 2 (114th Congress), Florida",814,821,876,938,289,517,142,314,997,189,982,270,1188,421,135,127,17,842,557,360,439,1669,2607,3311,1902,2507,2604,1807,4764
"G12003","2011-2015",,,"Florida","12",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Florida",708395,649374,515140,93468,1792,21489,708,1196,15581,834,14747,59021,46285,1586,151,281,85,6826,3807,1914,1893,667284,63134,62794,28766,37211,46822,18359,410198,"Congressional District 3 (114th Congress), Florida",2936,2709,2570,2028,291,899,243,384,1434,338,1386,1510,1595,398,107,216,72,1138,629,381,405,3403,3154,3131,2543,2840,2667,1719,5410
"G12004","2011-2015",,,"Florida","12",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Florida",720248,660655,509260,96779,1616,32533,499,1221,18747,405,18342,59593,45961,2134,332,316,57,6627,4166,2332,1834,703431,40448,44284,28589,32739,43860,19047,494464,"Congressional District 4 (114th Congress), Florida",3679,3398,2414,2248,351,1296,270,377,1363,166,1369,1783,1938,540,217,154,88,1155,688,714,492,3670,2381,2678,2498,2564,3222,1847,4739
